		ELEVATION	BASEDEMAND	PRESSURE	HEAD	DEMAND
J34	39:00:00	50.00	0.86	34.97	84.97	0.51
J35	39:00:00	67.78	1.26	61.82	129.60	0.75
J36	39:00:00	51.08	1.33	33.90	84.98	0.79
J37	39:00:00	66.19	0.54	63.52	129.71	0.32
J38	39:00:00	47.00	1.62	37.97	84.97	0.97
J24	39:00:00	34.53	1.34	38.29	72.82	0.87
J39	39:00:00	45.88	1.12	26.94	72.82	0.73
J40	39:00:00	12.80	1.51	59.78	72.58	0.98
J123	39:00:00	38.41	1.46	74.99	113.40	0.87
J140	39:00:00	39.94	0.69	73.46	113.40	0.41
J141	39:00:00	41.45	0.21	71.95	113.40	0.12
J157	39:00:00	31.49	1.59	81.91	113.40	0.95
J158	39:00:00	25.88	1.33	87.52	113.40	0.79
J168	39:00:00	40.21	1.16	73.19	113.40	0.69
J170	39:00:00	46.87	0.67	66.53	113.40	0.40
J176	39:00:00	50.64	0.03	62.78	113.42	0.02
J178	39:00:00	58.87	0.28	54.55	113.42	0.17
J184	39:00:00	56.09	0.27	57.32	113.41	0.16
J185	39:00:00	43.71	0.85	69.72	113.43	0.51
J190	39:00:00	58.49	0.68	55.19	113.68	0.40
J197	39:00:00	41.86	0.18	72.10	113.96	0.11
J213	39:00:00	52.07	0.46	61.60	113.67	0.27
J215	39:00:00	75.76	1.07	37.88	113.64	0.64
J216	39:00:00	53.06	1.42	60.97	114.03	0.84
J227	39:00:00	52.89	0.83	61.02	113.91	0.50
J238	39:00:00	44.16	0.31	69.69	113.85	0.19
J239	39:00:00	43.49	1.49	70.35	113.84	0.89
J255	39:00:00	35.31	0.62	78.51	113.82	0.37
J256	39:00:00	40.00	0.00	73.85	113.85	0.00
J258	39:00:00	51.24	1.28	62.66	113.90	0.77
J260	39:00:00	32.53	0.36	81.23	113.76	0.22
J265	39:00:00	50.87	0.74	62.86	113.73	0.44
J266	39:00:00	39.83	0.39	73.92	113.75	0.23
J267	39:00:00	22.31	1.46	91.27	113.58	0.85
J61	39:00:00	72.00	1.02	37.87	109.87	0.61
J92	39:00:00	72.00	0.62	37.83	109.83	0.37
J268	39:00:00	69.68	0.65	35.42	105.10	0.38
J278	39:00:00	104.29	1.43	30.13	134.42	0.85
J281	39:00:00	83.72	0.98	50.63	134.35	0.58
J283	39:00:00	94.06	1.55	40.29	134.35	0.92
J284	39:00:00	77.38	0.86	56.96	134.34	0.51
J136	39:00:00	81.80	0.55	46.07	127.87	0.33
J137	39:00:00	9.11	1.45	70.56	79.67	0.94
J145	39:00:00	47.46	0.43	65.94	113.40	0.26
J118	39:00:00	75.00	0.43	35.30	110.30	0.26
J52	39:00:00	54.70	0.30	58.57	113.27	0.17
J81	39:00:00	50.00	0.58	34.94	84.94	0.34
J88	39:00:00	45.00	4.18e-03	40.00	85.00	2.49e-03
J90	39:00:00	84.00	1.24	45.92	129.92	0.74
J93	39:00:00	65.00	4.20	64.70	129.70	2.50
J147	39:00:00	68.00	0.46	62.22	130.22	0.28
J148	39:00:00	50.00	1.17	44.48	94.48	0.70
J149	39:00:00	40.00	0.67	54.48	94.48	0.40
J150	39:00:00	60.00	1.35	34.46	94.46	0.81
J151	39:00:00	60.00	1.24	67.56	127.56	0.74
J152	39:00:00	32.00	0.73	48.98	80.98	0.43
J153	39:00:00	60.00	0.13	67.56	127.56	0.08
J169	39:00:00	42.00	0.68	40.00	82.00	0.41
J182	39:00:00	40.00	0.57	41.99	81.99	0.34
J222	39:00:00	32.00	1.18	49.00	81.00	0.71
J224	39:00:00	37.00	0.52	43.99	80.99	0.31
J230	39:00:00	30.00	1.33	75.69	105.69	0.78
J235	39:00:00	53.00	0.25	52.73	105.73	0.15
J240	39:00:00	87.00	0.99	49.12	136.12	0.59
J269	39:00:00	56.00	0.00	34.47	90.47	0.00
J273	39:00:00	56.00	0.00	34.47	90.47	0.00
J274	39:00:00	56.00	0.00	34.47	90.47	0.00
J276	39:00:00	56.00	0.00	2.97	58.97	0.00
J280	39:00:00	56.00	0.00	2.97	58.97	0.00
J285	39:00:00	56.00	0.00	2.97	58.97	0.00
J287	39:00:00	40.00	0.00	31.21	71.21	0.00
J288	39:00:00	40.00	0.00	31.21	71.21	0.00
J289	39:00:00	40.00	0.00	31.21	71.21	0.00
J290	39:00:00	40.00	0.00	31.21	71.21	0.00
J291	39:00:00	65.00	0.00	65.08	130.08	0.00
J292	39:00:00	40.00	0.00	73.85	113.85	0.00
J299	39:00:00	40.00	0.00	31.21	71.21	0.00
J300	39:00:00	40.00	0.00	31.21	71.21	0.00
J301	39:00:00	44.00	0.00	20.19	64.19	0.00
J302	39:00:00	44.00	0.00	20.13	64.13	0.00
J304	39:00:00	44.00	0.00	83.32	127.32	0.00
J306	39:00:00	44.00	0.00	83.10	127.10	0.00
J307	39:00:00	44.00	0.00	20.03	64.03	0.00
J309	39:00:00	44.00	0.00	20.03	64.03	0.00
J317	39:00:00	44.00	0.00	70.95	114.95	0.00
J323	39:00:00	44.00	0.00	70.95	114.95	0.00
R1	39:00:00	59.00	0.00	0.00	59.00	-194.45
T3	39:00:00	112.90	0.00	5.24	118.14	-14.03
T1	39:00:00	71.50	0.00	1.32	72.82	3.82
T7	39:00:00	102.00	0.00	2.98	104.98	6.20
T6	39:00:00	101.50	0.00	5.50	107.00	0.00
T5	39:00:00	105.80	0.00	3.78	109.58	14.31
T2	39:00:00	65.00	0.00	3.97	68.97	56.16
T4	39:00:00	132.50	0.00	4.34	136.84	-39.89
J511	40:00:00	105.08	1.18	30.47	135.55	0.75
J411	40:00:00	8.95	0.89	64.92	73.87	0.51
J414	40:00:00	34.36	0.97	36.91	71.27	0.55
J415	40:00:00	65.00	0.00	85.95	150.95	0.00
J416	40:00:00	42.60	0.00	100.11	142.71	0.00
J417	40:00:00	37.38	1.29	33.05	70.43	0.74
J418	40:00:00	37.39	0.00	32.64	70.03	0.00
J419	40:00:00	40.50	0.00	29.27	69.77	0.00
J310	40:00:00	51.84	1.36	54.98	106.82	0.82
J311	40:00:00	55.95	1.18	50.89	106.84	0.71
J312	40:00:00	68.48	0.08	37.50	105.98	0.05
J313	40:00:00	67.66	0.69	38.32	105.98	0.41
J314	40:00:00	14.94	1.44	57.64	72.58	0.82
J315	40:00:00	16.03	1.32	56.47	72.50	0.75
J316	40:00:00	12.98	0.62	59.60	72.58	0.36
J318	40:00:00	53.67	1.60	52.51	106.18	0.96
J319	40:00:00	39.29	1.45	66.89	106.18	0.87
J210	40:00:00	7.01	0.09	65.83	72.84	0.05
J211	40:00:00	11.27	1.58	61.58	72.85	0.91
J212	40:00:00	7.87	0.61	64.98	72.85	0.35
J214	40:00:00	8.67	0.87	64.36	73.03	0.50
J217	40:00:00	10.98	1.28	61.38	72.36	0.73
J218	40:00:00	7.68	0.09	65.17	72.85	0.05
J219	40:00:00	52.00	0.99	62.30	114.30	0.63
J110	40:00:00	15.92	0.78	63.01	78.93	0.45
J420	40:00:00	39.99	0.00	29.85	69.84	0.00
J421	40:00:00	37.09	1.04	33.22	70.31	0.59
J422	40:00:00	38.81	0.00	31.22	70.03	0.00
J1153	40:00:00	22.14	0.44	49.77	71.91	0.25
J1154	40:00:00	14.61	0.47	57.71	72.32	0.27
J1155	40:00:00	15.54	1.38	56.72	72.26	0.79
J425	40:00:00	64.42	0.00	77.86	142.28	0.00
J426	40:00:00	72.71	0.00	69.25	141.96	0.00
J1157	40:00:00	22.21	1.64	49.69	71.90	0.94
J427	40:00:00	67.65	0.00	75.03	142.68	0.00
J1158	40:00:00	28.25	0.38	43.95	72.20	0.22
J428	40:00:00	16.20	1.16	51.18	67.38	0.66
J429	40:00:00	12.56	1.63	54.93	67.49	0.93
J320	40:00:00	46.73	0.41	60.64	107.37	0.24
J321	40:00:00	44.59	0.89	62.72	107.31	0.53
J322	40:00:00	48.02	0.18	59.29	107.31	0.11
J324	40:00:00	42.38	1.67	64.92	107.30	1.00
J1056	40:00:00	7.64	1.13	65.72	73.36	0.64
J327	40:00:00	49.68	0.03	58.01	107.69	0.02
J1058	40:00:00	13.58	0.96	57.13	70.71	0.55
J328	40:00:00	45.69	0.17	62.24	107.93	0.10
J329	40:00:00	44.05	0.17	70.40	114.45	0.10
J220	40:00:00	80.00	1.33	34.25	114.25	0.85
J221	40:00:00	97.07	0.47	8.64	105.71	0.29
J225	40:00:00	13.33	0.08	59.13	72.46	0.04
J226	40:00:00	11.10	0.49	61.13	72.23	0.28
J50	40:00:00	71.80	0.64	33.87	105.67	0.38
J51	40:00:00	77.42	0.50	28.25	105.67	0.30
J53	40:00:00	85.00	1.58	25.23	110.23	1.01
J54	40:00:00	80.00	1.63	30.44	110.44	1.04
J128	40:00:00	85.26	0.67	49.09	134.35	0.42
J55	40:00:00	71.00	0.46	39.66	110.66	0.30
J129	40:00:00	62.85	0.27	70.91	133.76	0.17
J56	40:00:00	72.00	0.27	38.94	110.94	0.17
J57	40:00:00	59.00	1.08	52.85	111.85	0.69
J58	40:00:00	76.00	0.68	34.64	110.64	0.44
J59	40:00:00	57.00	0.69	55.27	112.27	0.44
J1160	40:00:00	24.91	1.19	46.34	71.25	0.68
J1161	40:00:00	25.25	0.54	45.97	71.22	0.31
J431	40:00:00	16.90	1.06	54.84	71.74	0.60
J432	40:00:00	19.88	0.35	51.70	71.58	0.20
J433	40:00:00	27.35	0.31	45.25	72.60	0.18
J434	40:00:00	16.48	0.97	57.11	73.59	0.56
J435	40:00:00	12.15	0.13	60.49	72.64	0.08
J436	40:00:00	17.68	0.76	49.96	67.64	0.44
J438	40:00:00	10.43	1.51	63.33	73.76	0.86
J1169	40:00:00	55.42	0.44	57.25	112.67	0.28
J439	40:00:00	17.78	1.31	49.43	67.21	0.75
J330	40:00:00	58.25	0.63	48.41	106.66	0.38
J331	40:00:00	59.26	0.48	47.35	106.61	0.29
J332	40:00:00	44.18	1.32	20.62	64.80	0.76
J333	40:00:00	25.70	1.05	43.19	68.89	0.60
J334	40:00:00	29.28	1.05	39.57	68.85	0.60
J335	40:00:00	25.08	0.71	43.94	69.02	0.41
J336	40:00:00	23.81	0.16	45.48	69.29	0.09
J337	40:00:00	22.11	0.94	50.73	72.84	0.53
J231	40:00:00	71.90	1.16	41.45	113.35	0.70
J232	40:00:00	69.81	1.52	43.54	113.35	0.92
J233	40:00:00	74.23	0.00	64.72	138.95	0.00
J234	40:00:00	64.06	0.03	73.93	137.99	0.02
J236	40:00:00	58.00	0.91	55.76	113.76	0.58
J237	40:00:00	73.14	1.53	40.62	113.76	0.98
J130	40:00:00	54.52	0.72	40.00	94.52	0.46
J131	40:00:00	88.05	1.13	46.44	134.49	0.72
J132	40:00:00	74.55	0.84	61.72	136.27	0.53
J133	40:00:00	69.58	0.86	66.65	136.23	0.54
J60	40:00:00	55.00	0.77	58.62	113.62	0.49
J134	40:00:00	80.70	0.59	56.82	137.52	0.37
J135	40:00:00	70.00	0.67	67.73	137.73	0.43
J62	40:00:00	60.00	0.45	52.24	112.24	0.29
J64	40:00:00	82.00	0.09	28.15	110.15	0.06
J65	40:00:00	82.00	0.41	28.15	110.15	0.26
J66	40:00:00	72.00	1.63	40.63	112.63	1.04
J67	40:00:00	81.00	0.10	29.63	110.63	0.06
J68	40:00:00	73.00	0.65	37.17	110.17	0.42
J69	40:00:00	71.00	0.61	39.15	110.15	0.39
J1170	40:00:00	54.54	0.82	58.13	112.67	0.52
J441	40:00:00	69.00	0.00	73.75	142.75	0.00
J444	40:00:00	29.46	0.79	42.93	72.39	0.45
J341	40:00:00	14.89	0.43	56.62	71.51	0.25
J344	40:00:00	54.70	1.05	57.97	112.67	0.67
J345	40:00:00	49.97	0.90	62.69	112.66	0.58
J347	40:00:00	54.40	0.26	58.27	112.67	0.17
J348	40:00:00	62.18	1.56	51.15	113.33	0.94
J349	40:00:00	36.41	1.09	76.96	113.37	0.66
J241	40:00:00	70.00	0.84	44.40	114.40	0.54
J242	40:00:00	65.00	0.65	49.40	114.40	0.42
J243	40:00:00	60.00	0.18	54.40	114.40	0.11
J244	40:00:00	70.00	1.31	44.08	114.08	0.84
J245	40:00:00	71.00	0.77	43.34	114.34	0.49
J246	40:00:00	55.00	1.26	58.84	113.84	0.80
J247	40:00:00	57.00	0.99	57.07	114.07	0.64
J248	40:00:00	54.00	1.39	60.09	114.09	0.89
J249	40:00:00	50.00	0.03	65.07	115.07	0.02
J142	40:00:00	5.53	0.35	68.90	74.43	0.20
J143	40:00:00	6.30	0.12	68.12	74.42	0.07
J70	40:00:00	70.00	0.18	40.15	110.15	0.11
J144	40:00:00	4.17	0.55	70.22	74.39	0.32
J71	40:00:00	77.00	0.21	33.40	110.40	0.14
J72	40:00:00	75.00	4.02e-04	35.32	110.32	2.57e-04
J73	40:00:00	80.00	0.89	30.42	110.42	0.57
J74	40:00:00	75.00	1.10	35.31	110.31	0.70
J76	40:00:00	70.00	0.91	40.11	110.11	0.58
J77	40:00:00	76.00	1.38	34.32	110.32	0.88
J78	40:00:00	60.56	0.14	45.03	105.59	0.08
J350	40:00:00	33.82	0.32	79.00	112.82	0.20
J351	40:00:00	25.51	1.13	87.86	113.37	0.68
J352	40:00:00	47.55	0.76	66.52	114.07	0.46
J353	40:00:00	22.64	0.60	91.03	113.67	0.36
J354	40:00:00	18.68	0.25	94.98	113.66	0.15
J355	40:00:00	28.87	1.17	83.20	112.07	0.71
J358	40:00:00	22.30	1.55	87.89	110.19	0.93
J359	40:00:00	17.57	0.88	92.35	109.92	0.53
J250	40:00:00	67.00	0.15	47.43	114.43	0.10
J251	40:00:00	75.19	1.26	64.18	139.37	0.80
J252	40:00:00	83.82	0.67	55.55	139.37	0.43
J253	40:00:00	74.69	0.77	59.59	134.28	0.49
J254	40:00:00	74.59	0.82	59.69	134.28	0.52
J257	40:00:00	105.58	0.35	33.69	139.27	0.22
J154	40:00:00	43.69	0.55	46.42	90.11	0.31
J155	40:00:00	44.41	0.16	45.66	90.07	0.09
J82	40:00:00	70.87	0.98	34.81	105.68	0.59
J156	40:00:00	56.16	0.28	34.31	90.47	0.16
J83	40:00:00	61.07	1.55	45.25	106.32	0.93
J84	40:00:00	43.82	0.16	81.58	125.40	0.10
J85	40:00:00	45.00	0.74	74.13	119.13	0.47
J159	40:00:00	37.41	0.45	51.19	88.60	0.26
J86	40:00:00	50.00	1.45	64.40	114.40	0.93
J87	40:00:00	42.63	1.25	83.27	125.90	0.80
J89	40:00:00	68.29	0.45	65.98	134.27	0.29
J360	40:00:00	20.71	1.12	88.99	109.70	0.67
J361	40:00:00	26.67	0.43	85.96	112.63	0.26
J362	40:00:00	43.66	0.15	70.94	114.60	0.09
J363	40:00:00	72.23	0.00	68.58	140.81	0.00
J364	40:00:00	65.00	0.00	75.28	140.28	0.00
J365	40:00:00	29.83	1.32	42.48	72.31	0.75
J366	40:00:00	14.46	0.50	58.02	72.48	0.28
J1208	40:00:00	42.74	0.39	72.12	114.86	0.24
J367	40:00:00	13.60	0.80	58.74	72.34	0.46
J369	40:00:00	20.27	0.42	52.09	72.36	0.24
J160	40:00:00	43.69	0.57	46.35	90.04	0.32
J161	40:00:00	22.81	0.07	57.64	80.45	0.04
J162	40:00:00	36.88	0.80	43.56	80.44	0.46
J163	40:00:00	16.20	0.34	64.25	80.45	0.20
J164	40:00:00	17.34	1.44	63.10	80.44	0.82
J91	40:00:00	64.09	0.98	70.18	134.27	0.62
J165	40:00:00	16.69	1.26	63.76	80.45	0.72
J166	40:00:00	23.95	1.55	56.50	80.45	0.88
J167	40:00:00	23.91	0.55	56.54	80.45	0.32
J94	40:00:00	30.75	0.90	81.66	112.41	0.58
J95	40:00:00	22.56	0.13	56.36	78.92	0.08
J96	40:00:00	30.00	1.06	48.91	78.91	0.60
J97	40:00:00	34.19	0.68	44.69	78.88	0.39
J976	40:00:00	6.30	1.60	68.13	74.43	0.92
J571	40:00:00	77.11	0.19	60.25	137.36	0.12
J572	40:00:00	76.40	1.54	60.96	137.36	0.98
J573	40:00:00	81.62	1.03	52.69	134.31	0.66
J574	40:00:00	67.36	0.58	66.89	134.25	0.37
J575	40:00:00	75.27	0.25	61.63	136.90	0.16
J576	40:00:00	80.80	0.80	56.66	137.46	0.51
J370	40:00:00	20.46	0.37	51.83	72.29	0.21
J371	40:00:00	68.81	0.00	71.31	140.12	0.00
J372	40:00:00	23.20	0.22	49.39	72.59	0.12
J373	40:00:00	27.22	0.05	45.37	72.59	0.03
J374	40:00:00	13.70	0.58	58.91	72.61	0.33
J375	40:00:00	22.72	0.91	49.89	72.61	0.52
J376	40:00:00	12.18	1.54	60.26	72.44	0.88
J377	40:00:00	13.12	0.90	59.47	72.59	0.51
J1219	40:00:00	14.48	0.68	64.81	79.29	0.39
J379	40:00:00	10.25	1.41	61.88	72.13	0.81
J171	40:00:00	8.81	1.38	70.87	79.68	0.79
J172	40:00:00	6.25	1.12	73.59	79.84	0.64
J173	40:00:00	13.00	1.20	67.41	80.41	0.69
J174	40:00:00	6.11	1.66	73.86	79.97	0.95
J175	40:00:00	6.84	0.57	73.13	79.97	0.32
J177	40:00:00	13.14	0.83	67.10	80.24	0.47
J179	40:00:00	15.01	0.69	64.28	79.29	0.39
J580	40:00:00	113.08	1.16	22.51	135.59	0.74
J486	40:00:00	86.11	0.30	49.31	135.42	0.19
J487	40:00:00	79.00	0.70	56.14	135.14	0.45
J488	40:00:00	89.16	0.91	46.70	135.86	0.57
J489	40:00:00	85.02	1.36	50.40	135.42	0.86
J381	40:00:00	36.02	0.90	77.34	113.36	0.54
J1223	40:00:00	3.48	0.71	69.36	72.84	0.41
J382	40:00:00	70.42	0.85	42.95	113.37	0.51
J384	40:00:00	42.51	0.00	72.45	114.96	0.00
J385	40:00:00	76.60	0.00	62.95	139.55	0.00
J180	40:00:00	8.77	0.82	70.92	79.69	0.47
J181	40:00:00	10.94	1.13	69.41	80.35	0.65
J1024	40:00:00	5.83	1.48	68.60	74.43	0.85
J183	40:00:00	13.28	0.62	66.39	79.67	0.35
J1025	40:00:00	8.61	0.50	65.82	74.43	0.29
J186	40:00:00	9.38	0.49	70.16	79.54	0.28
J187	40:00:00	9.81	0.25	69.86	79.67	0.14
J188	40:00:00	8.51	0.88	70.78	79.29	0.50
J189	40:00:00	7.58	0.37	71.71	79.29	0.21
J490	40:00:00	103.84	0.97	32.02	135.86	0.62
J491	40:00:00	76.93	0.61	60.40	137.33	0.38
J492	40:00:00	94.67	1.46	40.56	135.23	0.93
J493	40:00:00	77.62	0.80	58.21	135.83	0.51
J494	40:00:00	112.76	0.32	24.38	137.14	0.20
J495	40:00:00	91.15	1.14	46.21	137.36	0.72
J496	40:00:00	106.34	1.25	30.88	137.22	0.79
J497	40:00:00	112.63	1.02	23.04	135.67	0.65
J498	40:00:00	90.12	1.30	47.26	137.38	0.83
J500	40:00:00	75.52	0.27	59.84	135.36	0.17
J499	40:00:00	72.24	1.35	63.13	135.37	0.85
J501	40:00:00	80.97	0.34	54.54	135.51	0.21
J502	40:00:00	80.99	1.59	54.36	135.35	1.01
J503	40:00:00	99.65	0.11	35.89	135.54	0.07
J504	40:00:00	66.71	0.10	68.65	135.36	0.07
J394	40:00:00	70.53	0.00	72.22	142.75	0.00
J509	40:00:00	99.94	0.63	35.60	135.54	0.40
J399	40:00:00	75.00	0.00	67.75	142.75	0.00
J401	40:00:00	70.00	0.00	72.75	142.75	0.00
J406	40:00:00	71.74	0.00	71.01	142.75	0.00
J295	40:00:00	56.42	0.29	49.17	105.59	0.17
J407	40:00:00	68.00	0.00	74.75	142.75	0.00
J296	40:00:00	30.91	1.19	74.43	105.34	0.72
J408	40:00:00	7.93	0.89	66.61	74.54	0.51
J297	40:00:00	99.05	0.94	6.57	105.62	0.56
J298	40:00:00	77.46	0.36	28.38	105.84	0.22
J191	40:00:00	5.76	0.78	73.53	79.29	0.45
J303	40:00:00	50.42	1.24	55.75	106.17	0.75
J192	40:00:00	12.40	1.25	69.43	81.83	0.72
J193	40:00:00	12.99	0.66	68.84	81.83	0.38
J305	40:00:00	47.11	1.51	59.04	106.15	0.90
J194	40:00:00	13.46	1.24	66.97	80.43	0.71
J195	40:00:00	15.39	0.15	63.90	79.29	0.08
J196	40:00:00	13.35	1.06	67.10	80.45	0.60
J308	40:00:00	33.24	1.19	34.23	67.47	0.68
J198	40:00:00	18.54	0.03	53.79	72.33	0.01
J200	40:00:00	15.75	0.72	56.58	72.33	0.41
J199	40:00:00	16.26	0.67	56.06	72.32	0.38
J201	40:00:00	44.86	0.46	20.38	65.24	0.26
J202	40:00:00	10.41	1.64	62.49	72.90	0.94
J203	40:00:00	11.03	1.34	61.18	72.21	0.76
J204	40:00:00	21.51	1.16	47.76	69.27	0.66
J205	40:00:00	16.66	0.70	55.74	72.40	0.40
J206	40:00:00	14.12	1.22	58.22	72.34	0.70
J207	40:00:00	18.86	0.46	53.46	72.32	0.26
J208	40:00:00	11.25	0.59	61.59	72.84	0.34
J101	40:00:00	28.65	0.72	49.22	77.87	0.41
J102	40:00:00	46.96	1.57	31.86	78.82	0.90
J109	40:00:00	17.47	0.20	60.39	77.86	0.12
J1	40:00:00	16.82	1.08	63.63	80.45	0.62
J2	40:00:00	11.97	0.58	67.33	79.30	0.33
J3	40:00:00	29.02	0.17	42.20	71.22	0.10
J4	40:00:00	20.88	0.31	50.34	71.22	0.18
J5	40:00:00	22.75	0.13	48.73	71.48	0.07
J6	40:00:00	15.25	0.72	55.46	70.71	0.41
J7	40:00:00	24.91	1.60	45.93	70.84	0.91
J8	40:00:00	31.17	0.90	39.80	70.97	0.52
J9	40:00:00	31.89	0.82	39.25	71.14	0.47
J10	40:00:00	14.62	1.62	53.47	68.09	0.93
J11	40:00:00	18.43	0.36	54.97	73.40	0.21
J12	40:00:00	29.27	0.63	42.98	72.25	0.36
J13	40:00:00	32.04	0.66	39.96	72.00	0.38
J14	40:00:00	37.91	0.00	32.12	70.03	0.00
J15	40:00:00	102.84	0.00	39.91	142.75	0.00
J16	40:00:00	88.89	0.00	53.86	142.75	0.00
J17	40:00:00	82.75	0.00	60.00	142.75	0.00
J18	40:00:00	84.96	0.00	57.79	142.75	0.00
J19	40:00:00	90.94	0.00	51.81	142.75	0.00
J20	40:00:00	80.00	0.00	62.75	142.75	0.00
J21	40:00:00	80.00	0.00	62.75	142.75	0.00
J22	40:00:00	82.74	0.00	56.57	139.31	0.00
J23	40:00:00	75.96	0.00	63.71	139.67	0.00
J25	40:00:00	94.13	0.11	44.88	139.01	0.07
J26	40:00:00	76.35	1.26	62.66	139.01	0.80
J27	40:00:00	82.08	1.17	56.93	139.01	0.74
J28	40:00:00	45.00	0.83	39.96	84.96	0.53
J29	40:00:00	49.00	0.26	35.98	84.98	0.16
J30	40:00:00	72.01	0.37	67.00	139.01	0.24
J31	40:00:00	69.78	0.54	69.23	139.01	0.35
J32	40:00:00	45.00	1.31	39.97	84.97	0.83
J33	40:00:00	48.00	0.08	36.96	84.96	0.05
J34	40:00:00	50.00	0.86	34.97	84.97	0.55
J35	40:00:00	67.78	1.26	71.23	139.01	0.80
J36	40:00:00	51.08	1.33	33.90	84.98	0.85
J37	40:00:00	66.19	0.54	72.95	139.14	0.34
J38	40:00:00	47.00	1.62	37.96	84.96	1.03
J24	40:00:00	34.53	1.34	38.31	72.84	0.77
J39	40:00:00	45.88	1.12	26.96	72.84	0.64
J40	40:00:00	12.80	1.51	59.85	72.65	0.86
J123	40:00:00	38.41	1.46	74.00	112.41	0.93
J140	40:00:00	39.94	0.69	72.47	112.41	0.44
J141	40:00:00	41.45	0.21	70.96	112.41	0.13
J157	40:00:00	31.49	1.59	80.92	112.41	1.02
J158	40:00:00	25.88	1.33	86.53	112.41	0.85
J168	40:00:00	40.21	1.16	72.21	112.42	0.74
J170	40:00:00	46.87	0.67	65.55	112.42	0.43
J176	40:00:00	50.64	0.03	61.79	112.43	0.02
J178	40:00:00	58.87	0.28	53.56	112.43	0.18
J184	40:00:00	56.09	0.27	56.33	112.42	0.18
J185	40:00:00	43.71	0.85	68.74	112.45	0.54
J190	40:00:00	58.49	0.68	54.24	112.73	0.43
J197	40:00:00	41.86	0.18	71.18	113.04	0.11
J213	40:00:00	52.07	0.46	60.65	112.72	0.29
J215	40:00:00	75.76	1.07	36.92	112.68	0.69
J216	40:00:00	53.06	1.42	60.07	113.13	0.90
J227	40:00:00	52.89	0.83	60.10	112.99	0.53
J238	40:00:00	44.16	0.31	68.76	112.92	0.20
J239	40:00:00	43.49	1.49	69.42	112.91	0.96
J255	40:00:00	35.31	0.62	77.58	112.89	0.40
J256	40:00:00	40.00	0.00	72.92	112.92	0.00
J258	40:00:00	51.24	1.28	61.74	112.98	0.82
J260	40:00:00	32.53	0.36	80.29	112.82	0.23
J265	40:00:00	50.87	0.74	61.91	112.78	0.48
J266	40:00:00	39.83	0.39	72.98	112.81	0.25
J267	40:00:00	22.31	1.46	91.35	113.66	0.88
J61	40:00:00	72.00	1.02	38.16	110.16	0.65
J92	40:00:00	72.00	0.62	38.11	110.11	0.40
J268	40:00:00	69.68	0.65	35.91	105.59	0.39
J278	40:00:00	104.29	1.43	29.85	134.14	0.91
J281	40:00:00	83.72	0.98	50.34	134.06	0.62
J283	40:00:00	94.06	1.55	40.00	134.06	0.99
J284	40:00:00	77.38	0.86	56.67	134.05	0.55
J136	40:00:00	81.80	0.55	52.49	134.29	0.35
J137	40:00:00	9.11	1.45	70.58	79.69	0.83
J145	40:00:00	47.46	0.43	64.95	112.41	0.28
J118	40:00:00	75.00	0.43	35.64	110.64	0.28
J52	40:00:00	54.70	0.30	58.63	113.33	0.18
J81	40:00:00	50.00	0.58	34.93	84.93	0.37
J88	40:00:00	45.00	4.18e-03	40.00	85.00	2.65e-03
J90	40:00:00	84.00	1.24	55.37	139.37	0.79
J93	40:00:00	65.00	4.20	74.13	139.13	2.67
J147	40:00:00	68.00	0.46	69.35	137.35	0.29
J148	40:00:00	50.00	1.17	44.47	94.47	0.74
J149	40:00:00	40.00	0.67	54.48	94.48	0.43
J150	40:00:00	60.00	1.35	34.45	94.45	0.86
J151	40:00:00	60.00	1.24	73.94	133.94	0.78
J152	40:00:00	32.00	0.73	48.85	80.85	0.46
J153	40:00:00	60.00	0.13	73.94	133.94	0.08
J169	40:00:00	42.00	0.68	40.00	82.00	0.43
J182	40:00:00	40.00	0.57	41.99	81.99	0.36
J222	40:00:00	32.00	1.18	48.88	80.88	0.75
J224	40:00:00	37.00	0.52	43.87	80.87	0.33
J230	40:00:00	30.00	1.33	76.11	106.11	0.80
J235	40:00:00	53.00	0.25	53.15	106.15	0.15
J240	40:00:00	87.00	0.99	48.54	135.54	0.63
J269	40:00:00	56.00	0.00	34.48	90.48	0.00
J273	40:00:00	56.00	0.00	34.49	90.49	0.00
J274	40:00:00	56.00	0.00	34.48	90.48	0.00
J276	40:00:00	56.00	0.00	2.97	58.97	0.00
J280	40:00:00	56.00	0.00	2.97	58.97	0.00
J285	40:00:00	56.00	0.00	2.97	58.97	0.00
J287	40:00:00	40.00	0.00	29.65	69.65	0.00
J288	40:00:00	40.00	0.00	29.65	69.65	0.00
J289	40:00:00	40.00	0.00	29.61	69.61	0.00
J290	40:00:00	40.00	0.00	29.57	69.57	0.00
J291	40:00:00	65.00	0.00	85.97	150.97	0.00
J292	40:00:00	40.00	0.00	72.92	112.92	0.00
J299	40:00:00	40.00	0.00	29.65	69.65	0.00
J300	40:00:00	40.00	0.00	29.65	69.65	0.00
J301	40:00:00	44.00	0.00	20.28	64.28	0.00
J302	40:00:00	44.00	0.00	20.22	64.22	0.00
J304	40:00:00	44.00	0.00	83.38	127.38	0.00
J306	40:00:00	44.00	0.00	83.16	127.16	0.00
J307	40:00:00	44.00	0.00	20.12	64.12	0.00
J309	40:00:00	44.00	0.00	20.12	64.12	0.00
