		ELEVATION	BASEDEMAND	PRESSURE	HEAD	DEMAND
J322	103:00:00	48.02	0.18	59.23	107.25	0.11
J324	103:00:00	42.38	1.67	64.87	107.25	1.01
J1056	103:00:00	7.64	1.13	72.06	79.70	0.61
J327	103:00:00	49.68	0.03	57.93	107.61	0.02
J1058	103:00:00	13.58	0.96	64.92	78.50	0.52
J328	103:00:00	45.69	0.17	62.13	107.82	0.10
J329	103:00:00	44.05	0.17	69.68	113.73	0.10
J220	103:00:00	80.00	1.33	26.68	106.68	0.79
J221	103:00:00	97.07	0.47	8.84	105.91	0.29
J225	103:00:00	13.33	0.08	64.32	77.65	0.04
J226	103:00:00	11.10	0.49	66.33	77.43	0.27
J50	103:00:00	71.80	0.64	34.05	105.85	0.39
J51	103:00:00	77.42	0.50	28.42	105.84	0.30
J53	103:00:00	85.00	1.58	23.50	108.50	0.94
J54	103:00:00	80.00	1.63	27.65	107.65	0.97
J128	103:00:00	85.26	0.67	49.72	134.98	0.43
J55	103:00:00	71.00	0.46	36.78	107.78	0.28
J129	103:00:00	62.85	0.27	71.53	134.38	0.17
J56	103:00:00	72.00	0.27	35.58	107.58	0.16
J57	103:00:00	59.00	1.08	48.05	107.05	0.64
J58	103:00:00	76.00	0.68	31.81	107.81	0.41
J59	103:00:00	57.00	0.69	49.96	106.96	0.41
J1160	103:00:00	24.91	1.19	54.09	79.00	0.64
J1161	103:00:00	25.25	0.54	53.73	78.98	0.29
J431	103:00:00	16.90	1.06	62.49	79.39	0.57
J432	103:00:00	19.88	0.35	59.42	79.30	0.19
J433	103:00:00	27.35	0.31	53.57	80.92	0.17
J434	103:00:00	16.48	0.97	64.44	80.92	0.52
J435	103:00:00	12.15	0.13	67.85	80.00	0.07
J436	103:00:00	17.68	0.76	57.83	75.51	0.41
J438	103:00:00	10.43	1.51	70.49	80.92	0.81
J1169	103:00:00	55.42	0.44	56.88	112.30	0.27
J439	103:00:00	17.78	1.31	57.34	75.12	0.71
J330	103:00:00	58.25	0.63	48.45	106.70	0.38
J331	103:00:00	59.26	0.48	47.40	106.66	0.29
J332	103:00:00	44.18	1.32	31.56	75.74	0.71
J333	103:00:00	25.70	1.05	50.86	76.56	0.57
J334	103:00:00	29.28	1.05	47.24	76.52	0.56
J335	103:00:00	25.08	0.71	51.59	76.67	0.39
J336	103:00:00	23.81	0.16	53.11	76.92	0.09
J337	103:00:00	22.11	0.94	55.32	77.43	0.50
J231	103:00:00	71.90	1.16	38.46	110.36	0.70
J232	103:00:00	69.81	1.52	40.55	110.36	0.92
J233	103:00:00	74.23	0.00	65.29	139.52	0.00
J234	103:00:00	64.06	0.03	74.55	138.61	0.02
J236	103:00:00	58.00	0.91	48.01	106.01	0.54
J237	103:00:00	73.14	1.53	32.87	106.01	0.91
J130	103:00:00	54.52	0.72	40.00	94.52	0.46
J131	103:00:00	88.05	1.13	47.06	135.11	0.73
J132	103:00:00	74.55	0.84	62.35	136.90	0.54
J133	103:00:00	69.58	0.86	67.28	136.86	0.55
J60	103:00:00	55.00	0.77	51.78	106.78	0.46
J134	103:00:00	80.70	0.59	57.47	138.17	0.38
J135	103:00:00	70.00	0.67	68.36	138.36	0.43
J62	103:00:00	60.00	0.45	46.96	106.96	0.27
J64	103:00:00	82.00	0.09	26.68	108.68	0.06
J65	103:00:00	82.00	0.41	26.68	108.68	0.24
J66	103:00:00	72.00	1.63	35.19	107.19	0.97
J67	103:00:00	81.00	0.10	26.81	107.81	0.06
J68	103:00:00	73.00	0.65	34.41	107.41	0.39
J69	103:00:00	71.00	0.61	36.39	107.39	0.36
J1170	103:00:00	54.54	0.82	57.76	112.30	0.51
J441	103:00:00	69.00	0.00	74.16	143.16	0.00
J444	103:00:00	29.46	0.79	49.33	78.79	0.43
J341	103:00:00	14.89	0.43	62.71	77.60	0.23
J344	103:00:00	54.70	1.05	57.60	112.30	0.65
J345	103:00:00	49.97	0.90	62.32	112.29	0.56
J347	103:00:00	54.40	0.26	57.90	112.30	0.16
J348	103:00:00	62.18	1.56	48.28	110.46	0.95
J349	103:00:00	36.41	1.09	74.87	111.28	0.66
J241	103:00:00	70.00	0.84	36.75	106.75	0.50
J242	103:00:00	65.00	0.65	41.76	106.76	0.39
J243	103:00:00	60.00	0.18	46.74	106.74	0.11
J244	103:00:00	70.00	1.31	36.38	106.38	0.78
J245	103:00:00	71.00	0.77	35.81	106.81	0.46
J246	103:00:00	55.00	1.26	51.06	106.06	0.75
J247	103:00:00	57.00	0.99	49.27	106.27	0.59
J248	103:00:00	54.00	1.39	52.26	106.26	0.83
J249	103:00:00	50.00	0.03	56.78	106.78	0.02
J142	103:00:00	5.53	0.35	75.87	81.40	0.19
J143	103:00:00	6.30	0.12	75.09	81.39	0.07
J70	103:00:00	70.00	0.18	37.39	107.39	0.10
J144	103:00:00	4.17	0.55	77.20	81.37	0.30
J71	103:00:00	77.00	0.21	30.61	107.61	0.13
J72	103:00:00	75.00	4.02e-04	32.53	107.53	2.40e-04
J73	103:00:00	80.00	0.89	27.62	107.62	0.53
J74	103:00:00	75.00	1.10	32.53	107.53	0.65
J76	103:00:00	70.00	0.91	37.35	107.35	0.54
J77	103:00:00	76.00	1.38	31.54	107.54	0.82
J78	103:00:00	60.56	0.14	45.21	105.77	0.08
J350	103:00:00	33.82	0.32	78.62	112.44	0.20
J351	103:00:00	25.51	1.13	85.76	111.27	0.69
J352	103:00:00	47.55	0.76	64.88	112.43	0.46
J353	103:00:00	22.64	0.60	89.33	111.97	0.36
J354	103:00:00	18.68	0.25	93.29	111.97	0.15
J355	103:00:00	28.87	1.17	81.09	109.96	0.71
J358	103:00:00	22.30	1.55	85.74	108.04	0.94
J359	103:00:00	17.57	0.88	90.19	107.76	0.54
J250	103:00:00	67.00	0.15	39.80	106.80	0.09
J251	103:00:00	75.19	1.26	64.71	139.90	0.81
J252	103:00:00	83.82	0.67	56.08	139.90	0.43
J253	103:00:00	74.69	0.77	60.21	134.90	0.49
J254	103:00:00	74.59	0.82	60.31	134.90	0.53
J257	103:00:00	105.58	0.35	34.21	139.79	0.22
J154	103:00:00	43.69	0.55	50.93	94.62	0.30
J155	103:00:00	44.41	0.16	50.18	94.59	0.09
J82	103:00:00	70.87	0.98	34.98	105.85	0.60
J156	103:00:00	56.16	0.28	38.77	94.93	0.15
J83	103:00:00	61.07	1.55	45.31	106.38	0.94
J84	103:00:00	43.82	0.16	62.92	106.74	0.10
J85	103:00:00	45.00	0.74	61.75	106.75	0.44
J159	103:00:00	37.41	0.45	55.94	93.35	0.25
J86	103:00:00	50.00	1.45	56.73	106.73	0.87
J87	103:00:00	42.63	1.25	64.11	106.74	0.75
J89	103:00:00	68.29	0.45	66.61	134.90	0.29
J360	103:00:00	20.71	1.12	86.83	107.54	0.68
J361	103:00:00	26.67	0.43	83.86	110.53	0.26
J362	103:00:00	43.66	0.15	70.20	113.86	0.09
J363	103:00:00	72.23	0.00	69.06	141.29	0.00
J364	103:00:00	65.00	0.00	75.78	140.78	0.00
J365	103:00:00	29.83	1.32	48.89	78.72	0.71
J366	103:00:00	14.46	0.50	64.40	78.86	0.27
J1208	103:00:00	42.74	0.39	71.36	114.10	0.24
J367	103:00:00	13.60	0.80	65.10	78.70	0.43
J369	103:00:00	20.27	0.42	58.48	78.75	0.23
J160	103:00:00	43.69	0.57	50.88	94.57	0.31
J161	103:00:00	22.81	0.07	63.65	86.46	0.04
J162	103:00:00	36.88	0.80	49.57	86.45	0.43
J163	103:00:00	16.20	0.34	70.26	86.46	0.19
J164	103:00:00	17.34	1.44	69.11	86.45	0.78
J91	103:00:00	64.09	0.98	70.80	134.89	0.63
J165	103:00:00	16.69	1.26	69.77	86.46	0.68
J166	103:00:00	23.95	1.55	62.50	86.45	0.83
J167	103:00:00	23.91	0.55	62.54	86.45	0.30
J94	103:00:00	30.75	0.90	81.31	112.06	0.56
J95	103:00:00	22.56	0.13	62.61	85.17	0.07
J96	103:00:00	30.00	1.06	55.16	85.16	0.57
J97	103:00:00	34.19	0.68	50.95	85.14	0.37
J976	103:00:00	6.30	1.60	75.10	81.40	0.86
J571	103:00:00	77.11	0.19	60.89	138.00	0.12
J572	103:00:00	76.40	1.54	61.60	138.00	0.99
J573	103:00:00	81.62	1.03	53.31	134.93	0.66
J574	103:00:00	67.36	0.58	67.51	134.87	0.37
J575	103:00:00	75.27	0.25	62.27	137.54	0.16
J576	103:00:00	80.80	0.80	57.31	138.11	0.51
J370	103:00:00	20.46	0.37	58.22	78.68	0.20
J371	103:00:00	68.81	0.00	71.82	140.63	0.00
J372	103:00:00	23.20	0.22	54.56	77.76	0.12
J373	103:00:00	27.22	0.05	50.54	77.76	0.03
J374	103:00:00	13.70	0.58	64.07	77.77	0.31
J375	103:00:00	22.72	0.91	55.06	77.78	0.49
J376	103:00:00	12.18	1.54	65.44	77.62	0.83
J377	103:00:00	13.12	0.90	64.64	77.76	0.48
J1219	103:00:00	14.48	0.68	71.00	85.48	0.37
J379	103:00:00	10.25	1.41	67.10	77.35	0.76
J171	103:00:00	8.81	1.38	77.00	85.81	0.74
J172	103:00:00	6.25	1.12	79.69	85.94	0.60
J173	103:00:00	13.00	1.20	73.43	86.43	0.65
J174	103:00:00	6.11	1.66	79.94	86.05	0.90
J175	103:00:00	6.84	0.57	79.21	86.05	0.31
J177	103:00:00	13.14	0.83	73.14	86.28	0.45
J179	103:00:00	15.01	0.69	70.47	85.48	0.37
J580	103:00:00	113.08	1.16	23.43	136.51	0.74
J486	103:00:00	86.11	0.30	49.94	136.05	0.19
J487	103:00:00	79.00	0.70	56.77	135.77	0.45
J488	103:00:00	89.16	0.91	47.35	136.51	0.58
J489	103:00:00	85.02	1.36	51.03	136.05	0.87
J381	103:00:00	36.02	0.90	75.21	111.23	0.55
J1223	103:00:00	3.48	0.71	74.50	77.98	0.38
J382	103:00:00	70.42	0.85	39.94	110.36	0.52
J384	103:00:00	42.51	0.00	71.71	114.22	0.00
J385	103:00:00	76.60	0.00	63.48	140.08	0.00
J180	103:00:00	8.77	0.82	77.04	85.81	0.44
J181	103:00:00	10.94	1.13	75.43	86.37	0.61
J1024	103:00:00	5.83	1.48	75.57	81.40	0.80
J183	103:00:00	13.28	0.62	72.51	85.79	0.33
J1025	103:00:00	8.61	0.50	72.79	81.40	0.27
J186	103:00:00	9.38	0.49	76.30	85.68	0.26
J187	103:00:00	9.81	0.25	75.98	85.79	0.14
J188	103:00:00	8.51	0.88	76.97	85.48	0.48
J189	103:00:00	7.58	0.37	77.90	85.48	0.20
J490	103:00:00	103.84	0.97	32.67	136.51	0.63
J491	103:00:00	76.93	0.61	61.04	137.97	0.39
J492	103:00:00	94.67	1.46	41.20	135.87	0.94
J493	103:00:00	77.62	0.80	58.84	136.46	0.51
J494	103:00:00	112.76	0.32	25.05	137.81	0.20
J495	103:00:00	91.15	1.14	46.86	138.01	0.73
J496	103:00:00	106.34	1.25	31.55	137.89	0.80
J497	103:00:00	112.63	1.02	23.95	136.58	0.66
J498	103:00:00	90.12	1.30	47.92	138.04	0.84
J500	103:00:00	75.52	0.27	60.78	136.30	0.17
J499	103:00:00	72.24	1.35	64.06	136.30	0.86
J501	103:00:00	80.97	0.34	55.47	136.44	0.22
J502	103:00:00	80.99	1.59	55.29	136.28	1.02
J503	103:00:00	99.65	0.11	36.83	136.48	0.07
J504	103:00:00	66.71	0.10	69.59	136.30	0.07
J394	103:00:00	70.53	0.00	72.63	143.16	0.00
J509	103:00:00	99.94	0.63	36.53	136.47	0.41
J399	103:00:00	75.00	0.00	68.16	143.16	0.00
J401	103:00:00	70.00	0.00	73.16	143.16	0.00
J406	103:00:00	71.74	0.00	71.42	143.16	0.00
J295	103:00:00	56.42	0.29	49.35	105.77	0.18
J407	103:00:00	68.00	0.00	75.16	143.16	0.00
J296	103:00:00	30.91	1.19	74.60	105.51	0.72
J408	103:00:00	7.93	0.89	73.56	81.49	0.48
J297	103:00:00	99.05	0.94	6.80	105.85	0.57
J298	103:00:00	77.46	0.36	28.55	106.01	0.22
J191	103:00:00	5.76	0.78	79.72	85.48	0.42
J303	103:00:00	50.42	1.24	55.81	106.23	0.76
J192	103:00:00	12.40	1.25	75.22	87.62	0.68
J193	103:00:00	12.99	0.66	74.63	87.62	0.36
J305	103:00:00	47.11	1.51	59.10	106.21	0.91
J194	103:00:00	13.46	1.24	72.98	86.44	0.67
J195	103:00:00	15.39	0.15	70.09	85.48	0.08
J196	103:00:00	13.35	1.06	73.11	86.46	0.57
J308	103:00:00	33.24	1.19	43.20	76.44	0.64
J198	103:00:00	18.54	0.03	60.11	78.65	0.01
J200	103:00:00	15.75	0.72	62.90	78.65	0.39
J199	103:00:00	16.26	0.67	62.35	78.61	0.36
J201	103:00:00	44.86	0.46	31.01	75.87	0.25
J202	103:00:00	10.41	1.64	68.34	78.75	0.89
J203	103:00:00	11.03	1.34	66.79	77.82	0.72
J204	103:00:00	21.51	1.16	55.41	76.92	0.63
J205	103:00:00	16.66	0.70	62.11	78.77	0.38
J206	103:00:00	14.12	1.22	64.57	78.69	0.66
J207	103:00:00	18.86	0.46	59.82	78.68	0.25
J208	103:00:00	11.25	0.59	66.38	77.63	0.32
J101	103:00:00	28.65	0.72	55.64	84.29	0.39
J102	103:00:00	46.96	1.57	38.13	85.09	0.85
J109	103:00:00	17.47	0.20	66.81	84.28	0.11
J1	103:00:00	16.82	1.08	69.64	86.46	0.58
J2	103:00:00	11.97	0.58	73.52	85.49	0.31
J3	103:00:00	29.02	0.17	49.96	78.98	0.09
J4	103:00:00	20.88	0.31	58.06	78.94	0.17
J5	103:00:00	22.75	0.13	56.41	79.16	0.07
J6	103:00:00	15.25	0.72	63.25	78.50	0.39
J7	103:00:00	24.91	1.60	53.71	78.62	0.86
J8	103:00:00	31.17	0.90	47.57	78.74	0.49
J9	103:00:00	31.89	0.82	47.01	78.90	0.44
J10	103:00:00	14.62	1.62	61.29	75.91	0.87
J11	103:00:00	18.43	0.36	62.49	80.92	0.20
J12	103:00:00	29.27	0.63	51.65	80.92	0.34
J13	103:00:00	32.04	0.66	48.88	80.92	0.36
J14	103:00:00	37.91	0.00	43.00	80.91	0.00
J15	103:00:00	102.84	0.00	40.32	143.16	0.00
J16	103:00:00	88.89	0.00	54.27	143.16	0.00
J17	103:00:00	82.75	0.00	60.41	143.16	0.00
J18	103:00:00	84.96	0.00	58.20	143.16	0.00
J19	103:00:00	90.94	0.00	52.22	143.16	0.00
J20	103:00:00	80.00	0.00	63.16	143.16	0.00
J21	103:00:00	80.00	0.00	63.16	143.16	0.00
J22	103:00:00	82.74	0.00	57.11	139.85	0.00
J23	103:00:00	75.96	0.00	64.23	140.19	0.00
J25	103:00:00	94.13	0.11	45.40	139.53	0.07
J26	103:00:00	76.35	1.26	63.18	139.53	0.81
J27	103:00:00	82.08	1.17	57.45	139.53	0.75
J28	103:00:00	45.00	0.83	39.96	84.96	0.53
J29	103:00:00	49.00	0.26	35.98	84.98	0.17
J30	103:00:00	72.01	0.37	67.52	139.53	0.24
J31	103:00:00	69.78	0.54	69.75	139.53	0.35
J32	103:00:00	45.00	1.31	39.97	84.97	0.84
J33	103:00:00	48.00	0.08	36.96	84.96	0.05
J34	103:00:00	50.00	0.86	34.97	84.97	0.55
J35	103:00:00	67.78	1.26	71.76	139.54	0.81
J36	103:00:00	51.08	1.33	33.90	84.98	0.86
J37	103:00:00	66.19	0.54	73.47	139.66	0.35
J38	103:00:00	47.00	1.62	37.96	84.96	1.04
J24	103:00:00	34.53	1.34	42.74	77.27	0.72
J39	103:00:00	45.88	1.12	30.87	76.75	0.61
J40	103:00:00	12.80	1.51	65.01	77.81	0.81
J123	103:00:00	38.41	1.46	73.64	112.05	0.90
J140	103:00:00	39.94	0.69	72.11	112.05	0.43
J141	103:00:00	41.45	0.21	70.60	112.05	0.13
J157	103:00:00	31.49	1.59	80.56	112.05	0.98
J158	103:00:00	25.88	1.33	86.17	112.05	0.82
J168	103:00:00	40.21	1.16	71.85	112.06	0.72
J170	103:00:00	46.87	0.67	65.19	112.06	0.41
J176	103:00:00	50.64	0.03	61.43	112.07	0.02
J178	103:00:00	58.87	0.28	53.20	112.07	0.17
J184	103:00:00	56.09	0.27	55.98	112.07	0.17
J185	103:00:00	43.71	0.85	68.38	112.09	0.53
J190	103:00:00	58.49	0.68	53.86	112.35	0.42
J197	103:00:00	41.86	0.18	70.79	112.65	0.11
J213	103:00:00	52.07	0.46	60.28	112.35	0.28
J215	103:00:00	75.76	1.07	36.55	112.31	0.66
J216	103:00:00	53.06	1.42	59.67	112.73	0.88
J227	103:00:00	52.89	0.83	59.71	112.60	0.51
J238	103:00:00	44.16	0.31	68.37	112.53	0.19
J239	103:00:00	43.49	1.49	69.04	112.53	0.93
J255	103:00:00	35.31	0.62	77.19	112.50	0.38
J256	103:00:00	40.00	0.00	72.53	112.53	0.00
J258	103:00:00	51.24	1.28	61.35	112.59	0.80
J260	103:00:00	32.53	0.36	79.91	112.44	0.23
J265	103:00:00	50.87	0.74	61.53	112.40	0.46
J266	103:00:00	39.83	0.39	72.60	112.43	0.24
J267	103:00:00	22.31	1.46	89.66	111.97	0.89
J61	103:00:00	72.00	1.02	35.40	107.40	0.61
J92	103:00:00	72.00	0.62	35.36	107.36	0.37
J268	103:00:00	69.68	0.65	36.09	105.77	0.39
J278	103:00:00	104.29	1.43	30.74	135.03	0.92
J281	103:00:00	83.72	0.98	51.23	134.95	0.63
J283	103:00:00	94.06	1.55	40.90	134.96	1.00
J284	103:00:00	77.38	0.86	57.56	134.94	0.55
J136	103:00:00	81.80	0.55	53.12	134.92	0.35
J137	103:00:00	9.11	1.45	76.70	85.81	0.78
J145	103:00:00	47.46	0.43	64.59	112.05	0.27
J118	103:00:00	75.00	0.43	32.80	107.80	0.26
J52	103:00:00	54.70	0.30	55.76	110.46	0.18
J81	103:00:00	50.00	0.58	34.93	84.93	0.37
J88	103:00:00	45.00	4.18e-03	40.00	85.00	2.68e-03
J90	103:00:00	84.00	1.24	55.90	139.90	0.79
J93	103:00:00	65.00	4.20	74.65	139.65	2.70
J147	103:00:00	68.00	0.46	70.00	138.00	0.30
J148	103:00:00	50.00	1.17	44.47	94.47	0.75
J149	103:00:00	40.00	0.67	54.48	94.48	0.43
J150	103:00:00	60.00	1.35	34.45	94.45	0.87
J151	103:00:00	60.00	1.24	74.56	134.56	0.79
J152	103:00:00	32.00	0.73	48.82	80.82	0.47
J153	103:00:00	60.00	0.13	74.55	134.55	0.08
J169	103:00:00	42.00	0.68	40.00	82.00	0.44
J182	103:00:00	40.00	0.57	41.99	81.99	0.36
J222	103:00:00	32.00	1.18	48.86	80.86	0.76
J224	103:00:00	37.00	0.52	43.84	80.84	0.33
J230	103:00:00	30.00	1.33	76.17	106.17	0.81
J235	103:00:00	53.00	0.25	53.21	106.21	0.15
J240	103:00:00	87.00	0.99	49.47	136.47	0.63
J269	103:00:00	56.00	0.00	38.94	94.94	0.00
J273	103:00:00	56.00	0.00	38.94	94.94	0.00
J274	103:00:00	56.00	0.00	38.94	94.94	0.00
J276	103:00:00	56.00	0.00	2.98	58.98	0.00
J280	103:00:00	56.00	0.00	2.98	58.98	0.00
J285	103:00:00	56.00	0.00	2.98	58.98	0.00
J287	103:00:00	40.00	0.00	27.76	67.76	0.00
J288	103:00:00	40.00	0.00	27.76	67.76	0.00
J289	103:00:00	40.00	0.00	27.72	67.72	0.00
J290	103:00:00	40.00	0.00	27.68	67.68	0.00
J291	103:00:00	65.00	0.00	86.07	151.07	0.00
J292	103:00:00	40.00	0.00	72.53	112.53	0.00
J299	103:00:00	40.00	0.00	27.76	67.76	0.00
J300	103:00:00	40.00	0.00	27.76	67.76	0.00
J301	103:00:00	44.00	0.00	31.59	75.59	0.00
J302	103:00:00	44.00	0.00	31.51	75.51	0.00
J304	103:00:00	44.00	0.00	62.74	106.74	0.00
J306	103:00:00	44.00	0.00	62.74	106.74	0.00
J307	103:00:00	44.00	0.00	31.38	75.38	0.00
J309	103:00:00	44.00	0.00	31.38	75.38	0.00
J317	103:00:00	44.00	0.00	70.38	114.38	0.00
J323	103:00:00	44.00	0.00	70.38	114.38	0.00
R1	103:00:00	59.00	0.00	0.00	59.00	-177.56
T3	103:00:00	112.90	0.00	4.23	117.13	-14.56
T1	103:00:00	71.50	0.00	4.39	75.89	86.19
T7	103:00:00	102.00	0.00	3.80	105.80	4.32
T6	103:00:00	101.50	0.00	5.50	107.00	4.39
T5	103:00:00	105.80	0.00	3.12	108.92	-20.16
T2	103:00:00	65.00	0.00	4.71	69.71	-49.48
T4	103:00:00	132.50	0.00	3.95	136.45	6.49
J511	104:00:00	105.08	1.18	31.57	136.65	0.96
J411	104:00:00	8.95	0.89	67.44	76.39	0.80
J414	104:00:00	34.36	0.97	42.00	76.36	0.87
J415	104:00:00	65.00	0.00	84.90	149.90	0.00
J416	104:00:00	42.60	0.00	99.27	141.87	0.00
J417	104:00:00	37.38	1.29	38.98	76.36	1.16
J418	104:00:00	37.39	0.00	30.01	67.40	0.00
J419	104:00:00	40.50	0.00	27.35	67.85	0.00
J310	104:00:00	51.84	1.36	55.07	106.91	1.12
J311	104:00:00	55.95	1.18	51.00	106.95	0.97
J312	104:00:00	68.48	0.08	38.01	106.49	0.06
J313	104:00:00	67.66	0.69	38.82	106.48	0.57
J314	104:00:00	14.94	1.44	60.79	75.73	1.29
J315	104:00:00	16.03	1.32	59.52	75.55	1.18
J316	104:00:00	12.98	0.62	62.41	75.39	0.56
J318	104:00:00	53.67	1.60	52.64	106.31	1.32
J319	104:00:00	39.29	1.45	67.02	106.31	1.20
J210	104:00:00	7.01	0.09	68.97	75.98	0.08
J211	104:00:00	11.27	1.58	64.73	76.00	1.42
J212	104:00:00	7.87	0.61	68.13	76.00	0.54
J214	104:00:00	8.67	0.87	67.38	76.05	0.78
J217	104:00:00	10.98	1.28	64.81	75.79	1.15
J218	104:00:00	7.68	0.09	68.32	76.00	0.08
J219	104:00:00	52.00	0.99	52.68	104.68	0.77
J110	104:00:00	15.92	0.78	61.70	77.62	0.70
J420	104:00:00	39.99	0.00	27.41	67.40	0.00
J421	104:00:00	37.09	1.04	39.27	76.36	0.93
J422	104:00:00	38.81	0.00	28.59	67.40	0.00
J1153	104:00:00	22.14	0.44	53.27	75.41	0.39
J1154	104:00:00	14.61	0.47	60.95	75.56	0.42
J1155	104:00:00	15.54	1.38	59.94	75.48	1.24
J425	104:00:00	64.42	0.00	77.03	141.45	0.00
J426	104:00:00	72.71	0.00	68.43	141.14	0.00
J1157	104:00:00	22.21	1.64	53.20	75.41	1.47
J427	104:00:00	67.65	0.00	74.18	141.83	0.00
J1158	104:00:00	28.25	0.38	47.25	75.50	0.34
J428	104:00:00	16.20	1.16	44.59	60.79	1.04
J429	104:00:00	12.56	1.63	48.50	61.06	1.46
J320	104:00:00	46.73	0.41	60.65	107.38	0.34
J321	104:00:00	44.59	0.89	62.68	107.27	0.73
J322	104:00:00	48.02	0.18	59.25	107.27	0.15
J324	104:00:00	42.38	1.67	64.88	107.26	1.37
J1056	104:00:00	7.64	1.13	68.54	76.18	1.01
J327	104:00:00	49.68	0.03	58.01	107.69	0.02
J1058	104:00:00	13.58	0.96	55.71	69.29	0.86
J328	104:00:00	45.69	0.17	62.20	107.89	0.14
J329	104:00:00	44.05	0.17	69.69	113.74	0.14
J220	104:00:00	80.00	1.33	24.60	104.60	1.04
J221	104:00:00	97.07	0.47	9.38	106.45	0.39
J225	104:00:00	13.33	0.08	61.79	75.12	0.07
J226	104:00:00	11.10	0.49	63.48	74.58	0.44
J50	104:00:00	71.80	0.64	34.38	106.18	0.52
J51	104:00:00	77.42	0.50	28.76	106.18	0.41
J53	104:00:00	85.00	1.58	22.59	107.59	1.23
J54	104:00:00	80.00	1.63	26.18	106.18	1.27
J128	104:00:00	85.26	0.67	47.19	132.45	0.54
J55	104:00:00	71.00	0.46	35.40	106.40	0.36
J129	104:00:00	62.85	0.27	68.65	131.50	0.22
J56	104:00:00	72.00	0.27	34.07	106.07	0.21
J57	104:00:00	59.00	1.08	46.20	105.20	0.84
J58	104:00:00	76.00	0.68	30.44	106.44	0.53
J59	104:00:00	57.00	0.69	48.05	105.05	0.54
J1160	104:00:00	24.91	1.19	45.68	70.59	1.06
J1161	104:00:00	25.25	0.54	45.28	70.53	0.49
J431	104:00:00	16.90	1.06	54.62	71.52	0.95
J432	104:00:00	19.88	0.35	51.49	71.37	0.31
J433	104:00:00	27.35	0.31	49.02	76.37	0.28
J434	104:00:00	16.48	0.97	59.90	76.38	0.87
J435	104:00:00	12.15	0.13	60.75	72.90	0.12
J436	104:00:00	17.68	0.76	43.72	61.40	0.68
J438	104:00:00	10.43	1.51	65.96	76.39	1.35
J1169	104:00:00	55.42	0.44	51.88	107.30	0.39
J439	104:00:00	17.78	1.31	42.64	60.42	1.17
J330	104:00:00	58.25	0.63	48.64	106.89	0.52
J331	104:00:00	59.26	0.48	47.60	106.86	0.40
J332	104:00:00	44.18	1.32	29.06	73.24	1.19
J333	104:00:00	25.70	1.05	48.00	73.70	0.94
J334	104:00:00	29.28	1.05	44.32	73.60	0.94
J335	104:00:00	25.08	0.71	48.90	73.98	0.64
J336	104:00:00	23.81	0.16	50.80	74.61	0.15
J337	104:00:00	22.11	0.94	53.90	76.01	0.84
J231	104:00:00	71.90	1.16	39.50	111.40	0.95
J232	104:00:00	69.81	1.52	41.59	111.40	1.25
J233	104:00:00	74.23	0.00	64.08	138.31	0.00
J234	104:00:00	64.06	0.03	73.48	137.54	0.02
J236	104:00:00	58.00	0.91	45.51	103.51	0.71
J237	104:00:00	73.14	1.53	30.37	103.51	1.19
J130	104:00:00	54.52	0.72	40.00	94.52	0.58
J131	104:00:00	88.05	1.13	44.60	132.65	0.92
J132	104:00:00	74.55	0.84	60.75	135.30	0.68
J133	104:00:00	69.58	0.86	65.66	135.24	0.70
J60	104:00:00	55.00	0.77	49.76	104.76	0.60
J134	104:00:00	80.70	0.59	56.46	137.16	0.48
J135	104:00:00	70.00	0.67	67.32	137.32	0.55
J62	104:00:00	60.00	0.45	45.06	105.06	0.35
J64	104:00:00	82.00	0.09	25.88	107.88	0.07
J65	104:00:00	82.00	0.41	25.88	107.88	0.32
J66	104:00:00	72.00	1.63	33.44	105.44	1.27
J67	104:00:00	81.00	0.10	25.46	106.46	0.08
J68	104:00:00	73.00	0.65	32.79	105.79	0.51
J69	104:00:00	71.00	0.61	34.77	105.77	0.47
J1170	104:00:00	54.54	0.82	52.75	107.29	0.73
J441	104:00:00	69.00	0.00	72.90	141.90	0.00
J444	104:00:00	29.46	0.79	46.12	75.58	0.71
J341	104:00:00	14.89	0.43	60.57	75.46	0.38
J344	104:00:00	54.70	1.05	52.59	107.29	0.93
J345	104:00:00	49.97	0.90	57.31	107.28	0.81
J347	104:00:00	54.40	0.26	52.89	107.29	0.23
J348	104:00:00	62.18	1.56	49.19	111.37	1.29
J349	104:00:00	36.41	1.09	75.02	111.43	0.90
J241	104:00:00	70.00	0.84	34.72	104.72	0.66
J242	104:00:00	65.00	0.65	39.72	104.72	0.51
J243	104:00:00	60.00	0.18	44.70	104.70	0.14
J244	104:00:00	70.00	1.31	34.11	104.11	1.02
J245	104:00:00	71.00	0.77	33.80	104.80	0.60
J246	104:00:00	55.00	1.26	48.59	103.59	0.98
J247	104:00:00	57.00	0.99	46.92	103.92	0.77
J248	104:00:00	54.00	1.39	49.91	103.91	1.08
J249	104:00:00	50.00	0.03	54.76	104.76	0.02
J142	104:00:00	5.53	0.35	70.96	76.49	0.31
J143	104:00:00	6.30	0.12	70.18	76.48	0.11
J70	104:00:00	70.00	0.18	35.77	105.77	0.14
J144	104:00:00	4.17	0.55	72.24	76.41	0.50
J71	104:00:00	77.00	0.21	29.12	106.12	0.17
